hour,pv,wind
6444,0.0,0.097
6445,0.0,0.078
6446,0.0,0.061
6447,0.037,0.042
6448,0.223,0.028
6449,0.436,0.018
6450,0.582,0.002
6451,0.67,0.005
6452,0.699,0.015
6453,0.677,0.039
6454,0.624,0.084
6455,0.536,0.151
6456,0.402,0.228
6457,0.217,0.3
6458,0.029,0.298
6459,0.0,0.278
6460,0.0,0.286
6461,0.0,0.3
6462,0.0,0.295
6463,0.0,0.277
6464,0.0,0.285
6465,0.0,0.323
6466,0.0,0.329
6467,0.0,0.331
6468,0.0,0.343
6469,0.0,0.347
6470,0.0,0.355
6471,0.046,0.425
6472,0.265,0.606
6473,0.465,0.614
6474,0.619,0.542
6475,0.725,0.489
6476,0.772,0.472
6477,0.763,0.494
6478,0.706,0.526
6479,0.602,0.552
6480,0.445,0.563
6481,0.238,0.538
6482,0.031,0.42
6483,0.0,0.291
6484,0.0,0.228
6485,0.0,0.22
6486,0.0,0.233
6487,0.0,0.251
6488,0.0,0.245
6489,0.0,0.229
6490,0.0,0.191
6491,0.0,0.172
6492,0.0,0.168
6493,0.0,0.158
6494,0.0,0.146
6495,0.024,0.128
6496,0.157,0.184
6497,0.377,0.259
6498,0.483,0.355
6499,0.502,0.442
6500,0.694,0.526
6501,0.734,0.61
6502,0.727,0.661
6503,0.626,0.684
6504,0.47,0.697
6505,0.262,0.666
6506,0.035,0.532
6507,0.0,0.399
6508,0.0,0.355
6509,0.0,0.422
6510,0.0,0.476
6511,0.0,0.457
6512,0.0,0.416
6513,0.0,0.337
6514,0.0,0.282
6515,0.0,0.227
6516,0.0,0.179
6517,0.0,0.139
6518,0.0,0.106
6519,0.047,0.094
6520,0.308,0.141
6521,0.53,0.207
6522,0.692,0.266
6523,0.789,0.309
6524,0.833,0.348
6525,0.825,0.428
6526,0.767,0.481
6527,0.657,0.464
6528,0.491,0.443
6529,0.271,0.423
6530,0.034,0.352
6531,0.0,0.287
6532,0.0,0.252
6533,0.0,0.22
6534,0.0,0.201
6535,0.0,0.207
6536,0.0,0.226
6537,0.0,0.245
6538,0.0,0.264
6539,0.0,0.246
6540,0.0,0.21
6541,0.0,0.192
6542,0.0,0.199
6543,0.067,0.195
6544,0.316,0.237
6545,0.536,0.334
6546,0.693,0.327
6547,0.79,0.312
6548,0.832,0.328
6549,0.824,0.366
6550,0.766,0.406
6551,0.655,0.448
6552,0.488,0.508
6553,0.266,0.576
6554,0.032,0.566
6555,0.0,0.513
6556,0.0,0.484
6557,0.0,0.459
6558,0.0,0.472
6559,0.0,0.506
6560,0.0,0.513
6561,0.0,0.462
6562,0.0,0.445
6563,0.0,0.428
6564,0.0,0.385
6565,0.0,0.333
6566,0.0,0.278
6567,0.069,0.219
6568,0.324,0.189
6569,0.547,0.163
6570,0.705,0.106
6571,0.801,0.097
6572,0.842,0.14
6573,0.834,0.208
6574,0.775,0.262
6575,0.664,0.282
6576,0.496,0.272
6577,0.271,0.256
6578,0.031,0.248
6579,0.0,0.249
6580,0.0,0.211
6581,0.0,0.157
6582,0.0,0.112
6583,0.0,0.086
6584,0.0,0.076
6585,0.0,0.069
6586,0.0,0.067
6587,0.0,0.058
6588,0.0,0.044
6589,0.0,0.04
6590,0.0,0.045
6591,0.064,0.065
6592,0.315,0.087
6593,0.533,0.313
6594,0.684,0.345
6595,0.777,0.301
6596,0.817,0.258
6597,0.809,0.208
6598,0.752,0.161
6599,0.645,0.118
6600,0.482,0.082
6601,0.264,0.054
6602,0.029,0.038
6603,0.0,0.032
6604,0.0,0.036
6605,0.0,0.033
6606,0.0,0.022
6607,0.0,0.011
6608,0.0,0.005
6609,0.0,0.001
6610,0.0,0.0
6611,0.0,0.0
6612,0.0,0.0
6613,0.0,0.001
6614,0.0,0.001
6615,0.059,0.002
6616,0.306,0.003
6617,0.524,0.0
6618,0.671,0.0
6619,0.764,0.002
6620,0.805,0.008
6621,0.797,0.033
6622,0.74,0.09
6623,0.634,0.176
6624,0.472,0.245
6625,0.256,0.267
6626,0.026,0.28
6627,0.0,0.243
6628,0.0,0.193
6629,0.0,0.174
6630,0.0,0.185
6631,0.0,0.211
6632,0.0,0.259
6633,0.0,0.328
6634,0.0,0.356
6635,0.0,0.323
6636,0.0,0.284
6637,0.0,0.316
6638,0.0,0.409
6639,0.059,0.448
6640,0.312,0.352
6641,0.539,0.45
6642,0.698,0.425
6643,0.793,0.3
6644,0.833,0.184
6645,0.823,0.113
6646,0.763,0.075
6647,0.653,0.06
6648,0.487,0.064
6649,0.263,0.094
6650,0.025,0.17
6651,0.0,0.259
6652,0.0,0.32
6653,0.0,0.313
6654,0.0,0.261
6655,0.0,0.204
6656,0.0,0.176
6657,0.0,0.15
6658,0.0,0.131
6659,0.0,0.107
6660,0.0,0.079
6661,0.0,0.057
6662,0.0,0.046
6663,0.057,0.058
6664,0.305,0.076
6665,0.52,0.119
6666,0.665,0.172
6667,0.754,0.097
6668,0.792,0.031
6669,0.782,0.004
6670,0.708,0.0
6671,0.531,0.0
6672,0.341,0.001
6673,0.138,0.011
6674,0.006,0.048
6675,0.0,0.08
6676,0.0,0.08
6677,0.0,0.059
6678,0.0,0.048
6679,0.0,0.043
6680,0.0,0.036
6681,0.0,0.034
6682,0.0,0.038
6683,0.0,0.05
6684,0.0,0.079
6685,0.0,0.125
6686,0.0,0.186
6687,0.049,0.257
6688,0.286,0.262
6689,0.495,0.498
6690,0.642,0.681
6691,0.732,0.686
6692,0.773,0.663
6693,0.766,0.585
6694,0.71,0.486
6695,0.606,0.395
6696,0.448,0.332
6697,0.239,0.28
6698,0.019,0.283
6699,0.0,0.308
6700,0.0,0.305
6701,0.0,0.261
6702,0.0,0.194
6703,0.0,0.148
6704,0.0,0.117
6705,0.0,0.09
6706,0.0,0.067
6707,0.0,0.059
6708,0.0,0.059
6709,0.0,0.063
6710,0.0,0.068
6711,0.047,0.073
6712,0.284,0.065
6713,0.495,0.037
6714,0.641,0.03
6715,0.733,0.005
6716,0.773,0.001
6717,0.766,0.0
6718,0.713,0.0
6719,0.61,0.0
6720,0.443,0.0
6721,0.237,0.002
6722,0.018,0.017
6723,0.0,0.045
6724,0.0,0.066
6725,0.0,0.079
6726,0.0,0.089
6727,0.0,0.096
6728,0.0,0.112
6729,0.0,0.13
6730,0.0,0.112
6731,0.0,0.096
6732,0.0,0.085
6733,0.0,0.077
6734,0.0,0.072
6735,0.039,0.066
6736,0.267,0.045
6737,0.479,0.037
6738,0.629,0.08
6739,0.718,0.067
6740,0.758,0.07
6741,0.749,0.1
6742,0.672,0.154
6743,0.567,0.214
6744,0.427,0.259
6745,0.218,0.266
6746,0.013,0.237
6747,0.0,0.163
6748,0.0,0.108
6749,0.0,0.082
6750,0.0,0.084
6751,0.0,0.131
6752,0.0,0.199
6753,0.0,0.252
6754,0.0,0.262
6755,0.0,0.251
6756,0.0,0.251
6757,0.0,0.272
6758,0.0,0.3
6759,0.033,0.313
6760,0.26,0.226
6761,0.481,0.425
6762,0.638,0.626
6763,0.743,0.693
6764,0.788,0.703
6765,0.783,0.722
6766,0.73,0.729
6767,0.624,0.737
6768,0.462,0.74
6769,0.245,0.698
6770,0.015,0.538
6771,0.0,0.407
6772,0.0,0.341
6773,0.0,0.288
6774,0.0,0.205
6775,0.0,0.113
6776,0.0,0.074
6777,0.0,0.132
6778,0.0,0.251
6779,0.0,0.439
6780,0.0,0.571
6781,0.0,0.653
6782,0.0,0.724
6783,0.043,0.752
6784,0.297,0.852
6785,0.529,0.954
6786,0.69,0.952
6787,0.786,0.934
6788,0.83,0.911
6789,0.824,0.883
6790,0.761,0.856
6791,0.649,0.812
6792,0.468,0.759
6793,0.184,0.673
6794,0.002,0.647
6795,0.0,0.668
6796,0.0,0.654
6797,0.0,0.624
6798,0.0,0.613
6799,0.0,0.613
6800,0.0,0.64
6801,0.0,0.672
6802,0.0,0.784
6803,0.0,0.856
6804,0.0,0.87
6805,0.0,0.87
6806,0.0,0.866
6807,0.037,0.874
6808,0.288,0.867
6809,0.528,0.926
6810,0.69,0.917
6811,0.785,0.878
6812,0.828,0.814
6813,0.821,0.728
6814,0.765,0.647
6815,0.656,0.544
6816,0.488,0.431
6817,0.265,0.305
6818,0.015,0.199
6819,0.0,0.142
6820,0.0,0.117
6821,0.0,0.1
6822,0.0,0.089
6823,0.0,0.08
6824,0.0,0.07
6825,0.0,0.061
6826,0.0,0.051
6827,0.0,0.041
6828,0.0,0.037
6829,0.0,0.035
6830,0.0,0.034
6831,0.039,0.036
6832,0.29,0.048
6833,0.517,0.047
6834,0.674,0.088
6835,0.773,0.057
6836,0.816,0.041
6837,0.809,0.037
6838,0.752,0.038
6839,0.644,0.038
6840,0.479,0.04
6841,0.255,0.038
6842,0.01,0.023
6843,0.0,0.013
6844,0.0,0.008
6845,0.0,0.005
6846,0.0,0.003
6847,0.0,0.002
6848,0.0,0.001
6849,0.0,0.0
6850,0.0,0.0
6851,0.0,0.0
6852,0.0,0.0
6853,0.0,0.0
6854,0.0,0.001
6855,0.021,0.002
6856,0.253,0.007
6857,0.491,0.006
6858,0.646,0.019
6859,0.743,0.031
6860,0.785,0.022
6861,0.777,0.009
6862,0.719,0.004
6863,0.61,0.005
6864,0.445,0.011
6865,0.226,0.037
6866,0.007,0.103
6867,0.0,0.184
6868,0.0,0.217
6869,0.0,0.199
6870,0.0,0.16
6871,0.0,0.117
6872,0.0,0.075
6873,0.0,0.062
6874,0.0,0.062
6875,0.0,0.065
6876,0.0,0.068
6877,0.0,0.064
6878,0.0,0.06
6879,0.035,0.053
6880,0.261,0.028
6881,0.495,0.026
6882,0.658,0.027
6883,0.754,0.023
6884,0.794,0.028
6885,0.784,0.036
6886,0.727,0.039
6887,0.618,0.041
6888,0.453,0.039
6889,0.234,0.026
6890,0.007,0.011
6891,0.0,0.001
6892,0.0,0.004
6893,0.0,0.01
6894,0.0,0.018
6895,0.0,0.03
6896,0.0,0.041
6897,0.0,0.041
6898,0.0,0.031
6899,0.0,0.021
6900,0.0,0.013
6901,0.0,0.01
6902,0.0,0.014
6903,0.036,0.025
6904,0.269,0.041
6905,0.494,0.031
6906,0.646,0.09
6907,0.738,0.127
6908,0.781,0.125
6909,0.775,0.116
6910,0.721,0.083
6911,0.617,0.054
6912,0.455,0.043
6913,0.225,0.032
6914,0.006,0.017
6915,0.0,0.006
6916,0.0,0.004
6917,0.0,0.006
6918,0.0,0.016
6919,0.0,0.025
6920,0.0,0.024
6921,0.0,0.017
6922,0.0,0.017
6923,0.0,0.024
6924,0.0,0.031
6925,0.0,0.043
6926,0.0,0.063
6927,0.007,0.071
6928,0.154,0.077
6929,0.357,0.047
6930,0.466,0.063
6931,0.529,0.084
6932,0.504,0.078
6933,0.3,0.066
6934,0.239,0.035
6935,0.206,0.009
6936,0.12,0.005
6937,0.038,0.023
6938,0.0,0.089
6939,0.0,0.146
6940,0.0,0.152
6941,0.0,0.164
6942,0.0,0.192
6943,0.0,0.21
6944,0.0,0.172
6945,0.0,0.138
6946,0.0,0.12
6947,0.0,0.12
6948,0.0,0.177
6949,0.0,0.284
6950,0.0,0.329
6951,0.024,0.281
6952,0.236,0.203
6953,0.468,0.284
6954,0.636,0.36
6955,0.738,0.505
6956,0.776,0.656
6957,0.768,0.756
6958,0.718,0.82
6959,0.607,0.869
6960,0.44,0.896
6961,0.222,0.899
6962,0.003,0.865
6963,0.0,0.866
6964,0.0,0.88
6965,0.0,0.904
6966,0.0,0.892
6967,0.0,0.853
6968,0.0,0.774
6969,0.0,0.676
6970,0.0,0.583
6971,0.0,0.478
6972,0.0,0.416
6973,0.0,0.399
6974,0.0,0.379
6975,0.015,0.287
6976,0.185,0.177
6977,0.473,0.097
6978,0.642,0.045
6979,0.75,0.012
6980,0.767,0.016
6981,0.679,0.09
6982,0.579,0.231
6983,0.594,0.347
6984,0.424,0.438
6985,0.193,0.479
6986,0.0,0.425
6987,0.0,0.436
6988,0.0,0.507
6989,0.0,0.673
6990,0.0,0.695
6991,0.0,0.68
6992,0.0,0.653
6993,0.0,0.655
6994,0.0,0.645
6995,0.0,0.569
6996,0.0,0.472
6997,0.0,0.376
6998,0.0,0.469
6999,0.023,0.592
7000,0.213,0.315
7001,0.49,0.206
7002,0.655,0.25
7003,0.757,0.301
7004,0.796,0.403
7005,0.789,0.488
7006,0.721,0.53
7007,0.496,0.546
7008,0.427,0.698
7009,0.223,0.752
7010,0.002,0.713
7011,0.0,0.762
7012,0.0,0.873
7013,0.0,0.895
7014,0.0,0.89
7015,0.0,0.85
7016,0.0,0.806
7017,0.0,0.735
7018,0.0,0.706
7019,0.0,0.676
7020,0.0,0.642
7021,0.0,0.532
7022,0.0,0.401
7023,0.0,0.343
7024,0.088,0.323
7025,0.295,0.253
7026,0.589,0.232
7027,0.727,0.179
7028,0.767,0.144
7029,0.759,0.114
7030,0.701,0.093
7031,0.592,0.082
7032,0.428,0.067
7033,0.215,0.047
7034,0.0,0.053
7035,0.0,0.107
7036,0.0,0.155
7037,0.0,0.204
7038,0.0,0.209
7039,0.0,0.187
7040,0.0,0.155
7041,0.0,0.123
7042,0.0,0.101
7043,0.0,0.09
7044,0.0,0.073
7045,0.0,0.054
7046,0.0,0.043
7047,0.017,0.045
7048,0.233,0.041
7049,0.461,0.069
7050,0.616,0.118
7051,0.712,0.095
7052,0.753,0.09
7053,0.747,0.082
7054,0.691,0.066
7055,0.586,0.045
7056,0.427,0.028
7057,0.216,0.02
7058,0.0,0.03
7059,0.0,0.023
7060,0.0,0.011
7061,0.0,0.004
7062,0.0,0.003
7063,0.0,0.006
7064,0.0,0.017
7065,0.0,0.033
7066,0.0,0.035
7067,0.0,0.027
7068,0.0,0.023
7069,0.0,0.022
7070,0.0,0.023
7071,0.015,0.025
7072,0.232,0.034
7073,0.458,0.055
7074,0.615,0.054
7075,0.709,0.007
7076,0.751,0.002
7077,0.744,0.0
7078,0.689,0.004
7079,0.584,0.017
7080,0.424,0.032
7081,0.21,0.02
7082,0.0,0.008
7083,0.0,0.002
7084,0.0,0.001
7085,0.0,0.003
7086,0.0,0.008
7087,0.0,0.018
7088,0.0,0.038
7089,0.0,0.047
7090,0.0,0.042
7091,0.0,0.042
7092,0.0,0.052
7093,0.0,0.054
7094,0.0,0.045
7095,0.013,0.048
7096,0.228,0.055
7097,0.455,0.052
7098,0.606,0.118
7099,0.701,0.07
7100,0.746,0.046
7101,0.74,0.045
7102,0.686,0.072
7103,0.581,0.074
7104,0.421,0.078
7105,0.212,0.1
7106,0.0,0.121
7107,0.0,0.108
7108,0.0,0.081
7109,0.0,0.086
7110,0.0,0.111
7111,0.0,0.139
7112,0.0,0.222
7113,0.0,0.395
7114,0.0,0.632
7115,0.0,0.791
7116,0.0,0.849
7117,0.0,0.888
7118,0.0,0.91
7119,0.015,0.941
7120,0.245,0.925
7121,0.479,0.963
7122,0.643,0.965
7123,0.738,0.959
7124,0.78,0.934
7125,0.771,0.872
7126,0.712,0.808
7127,0.601,0.766
7128,0.436,0.739
7129,0.22,0.666
7130,0.0,0.665
7131,0.0,0.61
7132,0.0,0.525
7133,0.0,0.479
7134,0.0,0.457
7135,0.0,0.429
7136,0.0,0.402
7137,0.0,0.437
7138,0.0,0.463
7139,0.0,0.488
7140,0.0,0.538
7141,0.0,0.55
7142,0.0,0.547
7143,0.01,0.516
7144,0.226,0.4
7145,0.455,0.493
7146,0.615,0.59
7147,0.711,0.454
7148,0.753,0.286
7149,0.745,0.151
7150,0.692,0.085
7151,0.587,0.038
7152,0.426,0.018
7153,0.214,0.019
7154,0.0,0.021
7155,0.0,0.012
7156,0.0,0.004
7157,0.0,0.001
7158,0.0,0.0
7159,0.0,0.0
7160,0.0,0.0
7161,0.0,0.001
7162,0.0,0.011
7163,0.0,0.038
7164,0.0,0.062
7165,0.0,0.08
7166,0.0,0.09
7167,0.008,0.084
7168,0.226,0.054
7169,0.464,0.027
7170,0.628,0.076
7171,0.722,0.169
7172,0.767,0.212
7173,0.762,0.221
7174,0.701,0.249
7175,0.591,0.298
7176,0.422,0.343
7177,0.193,0.311
7178,0.0,0.239
7179,0.0,0.152
7180,0.0,0.108
7181,0.0,0.14
7182,0.0,0.2
7183,0.0,0.246
7184,0.0,0.221
7185,0.0,0.162
7186,0.0,0.114
7187,0.0,0.093
7188,0.0,0.087
7189,0.0,0.081
7190,0.0,0.06
7191,0.004,0.024
7192,0.193,0.001
7193,0.431,0.0
7194,0.602,0.0
7195,0.717,0.0
7196,0.763,0.003
7197,0.755,0.031
7198,0.696,0.099
7199,0.583,0.161
7200,0.409,0.225
7201,0.184,0.318
7202,0.0,0.382
7203,0.0,0.37
7204,0.0,0.371
7205,0.0,0.337
7206,0.0,0.276
7207,0.0,0.251
7208,0.0,0.21
7209,0.0,0.221
7210,0.0,0.241
7211,0.0,0.391
7212,0.0,0.523
7213,0.0,0.675
7214,0.0,0.784
7215,0.01,0.808
7216,0.253,0.695
7217,0.503,0.785
7218,0.674,0.731
7219,0.771,0.575
7220,0.814,0.357
7221,0.808,0.148
7222,0.748,0.041
7223,0.636,0.006
7224,0.465,0.0
7225,0.24,0.001
7226,0.001,0.008
7227,0.0,0.015
7228,0.0,0.019
7229,0.0,0.036
7230,0.0,0.07
7231,0.0,0.123
7232,0.0,0.167
7233,0.0,0.181
7234,0.0,0.202
7235,0.0,0.244
7236,0.0,0.262
7237,0.0,0.268
7238,0.0,0.27
7239,0.004,0.255
7240,0.225,0.175
7241,0.472,0.222
7242,0.645,0.283
7243,0.748,0.289
7244,0.795,0.226
7245,0.791,0.155
7246,0.734,0.12
7247,0.624,0.095
7248,0.454,0.065
7249,0.228,0.047
7250,0.034,0.08
7251,0.0,0.276
7252,0.0,0.635
7253,0.0,0.855
7254,0.0,0.925
7255,0.0,0.941
7256,0.0,0.926
7257,0.0,0.936
7258,0.0,0.945
7259,0.0,0.958
7260,0.0,0.969
7261,0.0,0.961
7262,0.0,0.954
7263,0.006,0.951
7264,0.249,0.952
7265,0.511,0.979
7266,0.691,0.978
7267,0.795,0.972
7268,0.844,0.961
7269,0.837,0.941
7270,0.777,0.92
7271,0.663,0.896
7272,0.487,0.851
7273,0.259,0.725
7274,0.0,0.671
7275,0.0,0.686
7276,0.0,0.715
7277,0.0,0.733
7278,0.0,0.757
7279,0.0,0.78
7280,0.0,0.802
7281,0.0,0.812
7282,0.0,0.824
7283,0.0,0.84
7284,0.0,0.844
7285,0.0,0.822
7286,0.0,0.81
7287,0.006,0.776
7288,0.257,0.644
7289,0.514,0.626
7290,0.685,0.594
7291,0.783,0.443
7292,0.827,0.309
7293,0.819,0.222
7294,0.76,0.183
7295,0.647,0.162
7296,0.475,0.152
7297,0.252,0.127
7298,0.0,0.105
7299,0.0,0.096
7300,0.0,0.092
7301,0.0,0.1
7302,0.0,0.124
7303,0.0,0.149
7304,0.0,0.159
7305,0.0,0.154
7306,0.0,0.142
7307,0.0,0.138
7308,0.0,0.147
7309,0.0,0.168
7310,0.0,0.19
7311,0.002,0.209
7312,0.239,0.227
7313,0.491,0.154
7314,0.66,0.365
7315,0.757,0.371
7316,0.801,0.343
7317,0.794,0.335
7318,0.734,0.335
7319,0.625,0.328
7320,0.458,0.3
7321,0.239,0.251
7322,0.0,0.22
7323,0.0,0.182
7324,0.0,0.151
7325,0.0,0.134
7326,0.0,0.123
7327,0.0,0.116
7328,0.0,0.118
7329,0.0,0.131
7330,0.0,0.138
7331,0.0,0.155
7332,0.0,0.213
7333,0.0,0.292
7334,0.0,0.347
7335,0.0,0.398
7336,0.214,0.432
7337,0.455,0.343
7338,0.619,0.573
7339,0.717,0.495
7340,0.757,0.381
7341,0.747,0.279
7342,0.69,0.208
7343,0.585,0.164
7344,0.42,0.118
7345,0.25,0.085
7346,0.0,0.107
7347,0.0,0.178
7348,0.0,0.14
7349,0.0,0.062
7350,0.0,0.028
7351,0.0,0.019
7352,0.0,0.024
7353,0.0,0.038
7354,0.0,0.047
7355,0.0,0.036
7356,0.0,0.018
7357,0.0,0.008
7358,0.0,0.005
7359,0.0,0.004
7360,0.194,0.008
7361,0.442,0.009
7362,0.611,0.014
7363,0.713,0.012
7364,0.758,0.006
7365,0.752,0.003
7366,0.698,0.003
7367,0.59,0.004
7368,0.424,0.006
7369,0.255,0.012
7370,0.0,0.006
7371,0.0,0.001
7372,0.0,0.0
7373,0.0,0.0
7374,0.0,0.0
7375,0.0,0.001
7376,0.0,0.002
7377,0.0,0.003
7378,0.0,0.003
7379,0.0,0.004
7380,0.0,0.006
7381,0.0,0.012
7382,0.0,0.025
7383,0.0,0.047
7384,0.2,0.078
7385,0.45,0.062
7386,0.62,0.083
7387,0.717,0.088
7388,0.761,0.067
7389,0.754,0.051
7390,0.698,0.036
7391,0.589,0.026
7392,0.422,0.022
7393,0.245,0.023
7394,0.0,0.017
7395,0.0,0.013
7396,0.0,0.009
7397,0.0,0.004
7398,0.0,0.002
7399,0.0,0.001
7400,0.0,0.002
7401,0.0,0.003
7402,0.0,0.009
7403,0.0,0.025
7404,0.0,0.049
7405,0.0,0.079
7406,0.0,0.114
7407,0.0,0.155
7408,0.19,0.188
7409,0.435,0.133
7410,0.601,0.212
7411,0.699,0.187
7412,0.743,0.128
7413,0.738,0.094
7414,0.683,0.07
7415,0.575,0.055
7416,0.409,0.045
7417,0.229,0.031
7418,0.0,0.013
7419,0.0,0.004
7420,0.0,0.001
7421,0.0,0.0
7422,0.0,0.0
7423,0.0,0.0
7424,0.0,0.0
7425,0.0,0.004
7426,0.0,0.014
7427,0.0,0.032
7428,0.0,0.044
7429,0.0,0.043
7430,0.0,0.034
7431,0.0,0.022
7432,0.171,0.013
7433,0.395,0.002
7434,0.575,0.0
7435,0.683,0.002
7436,0.699,0.011
7437,0.698,0.025
7438,0.643,0.038
7439,0.56,0.05
7440,0.4,0.064
7441,0.219,0.08
7442,0.0,0.073
7443,0.0,0.049
7444,0.0,0.031
7445,0.0,0.018
7446,0.0,0.012
7447,0.0,0.012
7448,0.0,0.014
7449,0.0,0.016
7450,0.0,0.022
7451,0.0,0.032
7452,0.0,0.048
7453,0.0,0.068
7454,0.0,0.097
7455,0.0,0.13
7456,0.174,0.179
7457,0.42,0.148
7458,0.588,0.192
7459,0.684,0.287
7460,0.732,0.265
7461,0.729,0.259
7462,0.672,0.24
7463,0.566,0.209
7464,0.401,0.184
7465,0.217,0.186
7466,0.0,0.206
7467,0.0,0.227
7468,0.0,0.219
7469,0.0,0.191
7470,0.0,0.162
7471,0.0,0.142
7472,0.0,0.122
7473,0.0,0.108
7474,0.0,0.097
7475,0.0,0.093
7476,0.0,0.093
7477,0.0,0.096
7478,0.0,0.101
7479,0.0,0.103
7480,0.18,0.103
7481,0.428,0.069
7482,0.596,0.153
7483,0.694,0.242
7484,0.741,0.241
7485,0.737,0.247
7486,0.682,0.248
7487,0.574,0.227
7488,0.407,0.184
7489,0.213,0.128
7490,0.0,0.072
7491,0.0,0.037
7492,0.0,0.025
7493,0.0,0.02
7494,0.0,0.019
7495,0.0,0.02
7496,0.0,0.022
7497,0.0,0.023
7498,0.0,0.024
7499,0.0,0.026
7500,0.0,0.029
7501,0.0,0.03
7502,0.0,0.026
7503,0.0,0.021
7504,0.166,0.012
7505,0.417,0.004
7506,0.591,0.002
7507,0.696,0.005
7508,0.743,0.004
7509,0.738,0.003
7510,0.679,0.004
7511,0.569,0.006
7512,0.397,0.006
7513,0.185,0.008
7514,0.0,0.003
7515,0.0,0.003
7516,0.0,0.013
7517,0.0,0.032
7518,0.0,0.051
7519,0.0,0.065
7520,0.0,0.079
7521,0.0,0.092
7522,0.0,0.093
7523,0.0,0.081
7524,0.0,0.066
7525,0.0,0.049
7526,0.0,0.038
7527,0.0,0.033
7528,0.165,0.028
7529,0.42,0.013
7530,0.597,0.003
7531,0.7,0.003
7532,0.738,0.004
7533,0.729,0.005
7534,0.655,0.007
7535,0.474,0.008
7536,0.242,0.011
7537,0.133,0.014
7538,0.0,0.006
7539,0.0,0.006
7540,0.0,0.011
7541,0.0,0.018
7542,0.0,0.025
7543,0.0,0.035
7544,0.0,0.045
7545,0.0,0.04
7546,0.0,0.031
7547,0.0,0.03
7548,0.0,0.031
7549,0.0,0.036
7550,0.0,0.051
7551,0.0,0.068
7552,0.163,0.079
7553,0.41,0.082
7554,0.579,0.14
7555,0.677,0.301
7556,0.721,0.316
7557,0.716,0.286
7558,0.659,0.251
7559,0.551,0.218
7560,0.383,0.188
7561,0.18,0.147
7562,0.0,0.108
7563,0.0,0.075
7564,0.0,0.037
7565,0.0,0.012
7566,0.0,0.004
7567,0.0,0.001
7568,0.0,0.0
7569,0.0,0.0
7570,0.0,0.0
7571,0.0,0.001
7572,0.0,0.012
7573,0.0,0.048
7574,0.0,0.113
7575,0.0,0.188
7576,0.152,0.267
7577,0.397,0.193
7578,0.57,0.213
7579,0.674,0.105
7580,0.72,0.028
7581,0.716,0.002
7582,0.661,0.0
7583,0.552,0.0
7584,0.381,0.0
7585,0.151,0.002
7586,0.0,0.005
7587,0.0,0.004
7588,0.0,0.002
7589,0.0,0.001
7590,0.0,0.0
7591,0.0,0.001
7592,0.0,0.004
7593,0.0,0.009
7594,0.0,0.01
7595,0.0,0.01
7596,0.0,0.002
7597,0.0,0.0
7598,0.0,0.001
7599,0.0,0.003
7600,0.056,0.005
7601,0.166,0.002
7602,0.287,0.0
7603,0.385,0.0
7604,0.416,0.0
7605,0.448,0.0
7606,0.454,0.002
7607,0.337,0.009
7608,0.156,0.016
7609,0.038,0.026
7610,0.0,0.036
7611,0.0,0.045
7612,0.0,0.042
7613,0.0,0.031
7614,0.0,0.018
7615,0.0,0.006
7616,0.0,0.003
7617,0.0,0.009
7618,0.0,0.016
7619,0.0,0.018
7620,0.0,0.013
7621,0.0,0.008
7622,0.0,0.005
7623,0.0,0.004
7624,0.057,0.003
7625,0.226,0.001
7626,0.274,0.002
7627,0.319,0.017
7628,0.368,0.043
7629,0.432,0.074
7630,0.431,0.099
7631,0.248,0.113
7632,0.11,0.133
7633,0.022,0.154
7634,0.0,0.162
7635,0.0,0.114
7636,0.0,0.071
7637,0.0,0.042
7638,0.0,0.024
7639,0.0,0.021
7640,0.0,0.024
7641,0.0,0.026
7642,0.0,0.029
7643,0.0,0.037
7644,0.0,0.046
7645,0.0,0.056
7646,0.0,0.064
7647,0.0,0.055
7648,0.054,0.041
7649,0.198,0.03
7650,0.205,0.025
7651,0.216,0.033
7652,0.22,0.041
7653,0.196,0.041
7654,0.169,0.033
7655,0.164,0.025
7656,0.143,0.034
7657,0.093,0.077
7658,0.0,0.143
7659,0.0,0.193
7660,0.0,0.216
7661,0.0,0.179
7662,0.0,0.156
7663,0.0,0.155
7664,0.0,0.147
7665,0.0,0.127
7666,0.0,0.133
7667,0.0,0.107
7668,0.0,0.114
7669,0.0,0.182
7670,0.0,0.213
7671,0.0,0.245
7672,0.14,0.237
7673,0.399,0.13
7674,0.577,0.171
7675,0.677,0.152
7676,0.721,0.104
7677,0.714,0.076
7678,0.656,0.072
7679,0.544,0.066
7680,0.371,0.058
7681,0.155,0.049
7682,0.0,0.03
7683,0.0,0.021
7684,0.0,0.016
7685,0.0,0.012
7686,0.0,0.019
7687,0.0,0.036
7688,0.0,0.065
7689,0.0,0.085
7690,0.0,0.101
7691,0.0,0.135
7692,0.0,0.198
7693,0.0,0.291
7694,0.0,0.379
7695,0.0,0.405
7696,0.154,0.374
7697,0.409,0.249
7698,0.582,0.517
7699,0.686,0.553
7700,0.732,0.481
7701,0.727,0.383
7702,0.672,0.302
7703,0.564,0.252
7704,0.395,0.201
7705,0.169,0.133
7706,0.0,0.069
7707,0.0,0.046
7708,0.0,0.038
7709,0.0,0.04
7710,0.0,0.042
7711,0.0,0.041
7712,0.0,0.036
7713,0.0,0.03
7714,0.0,0.032
