hour,pv,wind
2631,0.124,0.085
2632,0.33,0.185
2633,0.46,0.237
2634,0.658,0.259
2635,0.732,0.366
2636,0.745,0.519
2637,0.695,0.634
2638,0.717,0.683
2639,0.631,0.703
2640,0.452,0.71
2641,0.249,0.727
2642,0.078,0.701
2643,0.0,0.579
2644,0.0,0.51
2645,0.0,0.605
2646,0.0,0.636
2647,0.0,0.622
2648,0.0,0.575
2649,0.0,0.525
2650,0.0,0.477
2651,0.0,0.427
2652,0.0,0.428
2653,0.0,0.398
2654,0.0,0.359
2655,0.093,0.362
2656,0.295,0.369
2657,0.474,0.305
2658,0.681,0.213
2659,0.791,0.161
2660,0.849,0.153
2661,0.839,0.214
2662,0.779,0.337
2663,0.671,0.441
2664,0.512,0.532
2665,0.308,0.584
2666,0.094,0.538
2667,0.0,0.397
2668,0.0,0.339
2669,0.0,0.28
2670,0.0,0.288
2671,0.0,0.277
2672,0.0,0.293
2673,0.0,0.255
2674,0.0,0.192
2675,0.0,0.14
2676,0.0,0.102
2677,0.0,0.07
2678,0.0,0.086
2679,0.081,0.067
2680,0.294,0.125
2681,0.535,0.28
2682,0.671,0.248
2683,0.758,0.184
2684,0.795,0.205
2685,0.786,0.233
2686,0.728,0.253
2687,0.616,0.259
2688,0.462,0.258
2689,0.276,0.27
2690,0.088,0.243
2691,0.0,0.265
2692,0.0,0.294
2693,0.0,0.272
2694,0.0,0.23
2695,0.0,0.183
2696,0.0,0.17
2697,0.0,0.187
2698,0.0,0.192
2699,0.0,0.202
2700,0.0,0.202
2701,0.0,0.197
2702,0.0,0.224
2703,0.129,0.238
2704,0.344,0.272
2705,0.531,0.343
2706,0.667,0.278
2707,0.748,0.187
2708,0.777,0.133
2709,0.765,0.103
2710,0.713,0.089
2711,0.626,0.076
2712,0.483,0.073
2713,0.292,0.084
2714,0.091,0.105
2715,0.0,0.165
2716,0.0,0.171
2717,0.0,0.145
2718,0.0,0.101
2719,0.0,0.066
2720,0.0,0.042
2721,0.0,0.031
2722,0.0,0.022
2723,0.0,0.016
2724,0.0,0.011
2725,0.0,0.006
2726,0.0,0.002
2727,0.126,0.0
2728,0.333,0.0
2729,0.513,0.0
2730,0.646,0.0
2731,0.731,0.001
2732,0.768,0.005
2733,0.76,0.018
2734,0.71,0.055
2735,0.614,0.123
2736,0.47,0.212
2737,0.285,0.302
2738,0.09,0.292
2739,0.0,0.25
2740,0.0,0.166
2741,0.0,0.112
2742,0.0,0.088
2743,0.0,0.078
2744,0.0,0.077
2745,0.0,0.087
2746,0.0,0.098
2747,0.0,0.102
2748,0.0,0.095
2749,0.0,0.08
2750,0.001,0.061
2751,0.126,0.032
2752,0.329,0.016
2753,0.507,0.041
2754,0.64,0.018
2755,0.724,0.014
2756,0.761,0.023
2757,0.752,0.043
2758,0.701,0.083
2759,0.604,0.146
2760,0.46,0.216
2761,0.277,0.274
2762,0.089,0.273
2763,0.0,0.276
2764,0.0,0.261
2765,0.0,0.2
2766,0.0,0.142
2767,0.0,0.104
2768,0.0,0.082
2769,0.0,0.083
2770,0.0,0.086
2771,0.0,0.086
2772,0.0,0.084
2773,0.0,0.077
2774,0.001,0.068
2775,0.127,0.049
2776,0.33,0.059
2777,0.509,0.118
2778,0.643,0.138
2779,0.728,0.166
2780,0.766,0.196
2781,0.76,0.231
2782,0.708,0.272
2783,0.61,0.325
2784,0.466,0.398
2785,0.283,0.462
2786,0.091,0.441
2787,0.0,0.437
2788,0.0,0.46
2789,0.0,0.434
2790,0.0,0.323
2791,0.0,0.235
2792,0.0,0.206
2793,0.0,0.21
2794,0.0,0.205
2795,0.0,0.201
2796,0.0,0.202
2797,0.0,0.213
2798,0.002,0.211
2799,0.133,0.14
2800,0.344,0.133
2801,0.526,0.1
2802,0.642,0.057
2803,0.681,0.034
2804,0.702,0.037
2805,0.73,0.064
2806,0.7,0.125
2807,0.62,0.228
2808,0.481,0.374
2809,0.294,0.521
2810,0.094,0.525
2811,0.0,0.428
2812,0.0,0.353
2813,0.0,0.274
2814,0.0,0.228
2815,0.0,0.259
2816,0.0,0.3
2817,0.0,0.308
2818,0.0,0.27
2819,0.0,0.192
2820,0.0,0.127
2821,0.0,0.137
2822,0.002,0.149
2823,0.131,0.088
2824,0.342,0.071
2825,0.528,0.093
2826,0.662,0.088
2827,0.742,0.067
2828,0.775,0.053
2829,0.766,0.055
2830,0.712,0.099
2831,0.61,0.147
2832,0.461,0.186
2833,0.231,0.188
2834,0.081,0.155
2835,0.0,0.139
2836,0.0,0.105
2837,0.0,0.09
2838,0.0,0.12
2839,0.0,0.164
2840,0.0,0.149
2841,0.0,0.118
2842,0.0,0.097
2843,0.0,0.102
2844,0.0,0.085
2845,0.0,0.039
2846,0.0,0.024
2847,0.014,0.022
2848,0.051,0.021
2849,0.113,0.022
2850,0.198,0.025
2851,0.209,0.061
2852,0.217,0.126
2853,0.279,0.221
2854,0.295,0.308
2855,0.281,0.357
2856,0.227,0.401
2857,0.175,0.429
2858,0.073,0.399
2859,0.0,0.278
2860,0.0,0.192
2861,0.0,0.164
2862,0.0,0.156
2863,0.0,0.152
2864,0.0,0.14
2865,0.0,0.136
2866,0.0,0.118
2867,0.0,0.101
2868,0.0,0.083
2869,0.0,0.069
2870,0.0,0.078
2871,0.072,0.102
2872,0.256,0.129
2873,0.404,0.144
2874,0.586,0.169
2875,0.695,0.213
2876,0.77,0.274
2877,0.771,0.352
2878,0.738,0.449
2879,0.641,0.544
2880,0.493,0.61
2881,0.301,0.619
2882,0.099,0.559
2883,0.0,0.42
2884,0.0,0.324
2885,0.0,0.255
2886,0.0,0.202
2887,0.0,0.159
2888,0.0,0.144
2889,0.0,0.139
2890,0.0,0.147
2891,0.0,0.14
2892,0.0,0.118
2893,0.0,0.094
2894,0.003,0.056
2895,0.119,0.016
2896,0.35,0.025
2897,0.542,0.068
2898,0.683,0.049
2899,0.77,0.031
2900,0.809,0.018
2901,0.8,0.009
2902,0.744,0.003
2903,0.641,0.002
2904,0.489,0.003
2905,0.298,0.006
2906,0.098,0.018
2907,0.0,0.058
2908,0.0,0.093
2909,0.0,0.101
2910,0.0,0.1
2911,0.0,0.096
2912,0.0,0.102
2913,0.0,0.109
2914,0.0,0.096
2915,0.0,0.077
2916,0.0,0.053
2917,0.0,0.028
2918,0.005,0.016
2919,0.133,0.007
2920,0.336,0.009
2921,0.525,0.019
2922,0.669,0.008
2923,0.76,0.001
2924,0.799,0.001
2925,0.791,0.011
2926,0.737,0.039
2927,0.638,0.078
2928,0.491,0.118
2929,0.301,0.142
2930,0.1,0.164
2931,0.0,0.188
2932,0.0,0.167
2933,0.0,0.115
2934,0.0,0.077
2935,0.0,0.06
2936,0.0,0.064
2937,0.0,0.075
2938,0.0,0.084
2939,0.0,0.091
2940,0.0,0.098
2941,0.0,0.101
2942,0.006,0.096
2943,0.124,0.058
2944,0.289,0.041
2945,0.453,0.016
2946,0.599,0.0
2947,0.722,0.0
2948,0.777,0.001
2949,0.776,0.006
2950,0.725,0.039
2951,0.628,0.088
2952,0.483,0.136
2953,0.296,0.183
2954,0.097,0.21
2955,0.0,0.233
2956,0.0,0.219
2957,0.0,0.186
2958,0.0,0.158
2959,0.0,0.128
2960,0.0,0.111
2961,0.0,0.112
2962,0.0,0.122
2963,0.0,0.133
2964,0.0,0.141
2965,0.0,0.144
2966,0.005,0.133
2967,0.137,0.074
2968,0.346,0.061
2969,0.533,0.067
2970,0.668,0.045
2971,0.754,0.032
2972,0.79,0.037
2973,0.78,0.058
2974,0.73,0.091
2975,0.633,0.133
2976,0.487,0.169
2977,0.297,0.188
2978,0.097,0.183
2979,0.0,0.185
2980,0.0,0.177
2981,0.0,0.145
2982,0.0,0.12
2983,0.0,0.112
2984,0.0,0.108
2985,0.0,0.103
2986,0.0,0.085
2987,0.0,0.072
2988,0.0,0.083
2989,0.0,0.101
2990,0.005,0.108
2991,0.141,0.078
2992,0.353,0.108
2993,0.539,0.146
2994,0.676,0.166
2995,0.762,0.155
2996,0.797,0.151
2997,0.787,0.186
2998,0.732,0.26
2999,0.63,0.332
3000,0.48,0.365
3001,0.287,0.36
3002,0.109,0.365
3003,0.002,0.374
3004,0.0,0.323
3005,0.0,0.251
3006,0.0,0.199
3007,0.0,0.175
3008,0.0,0.153
3009,0.0,0.134
3010,0.0,0.128
3011,0.0,0.126
3012,0.0,0.14
3013,0.0,0.144
3014,0.002,0.191
3015,0.051,0.293
3016,0.149,0.328
3017,0.218,0.281
3018,0.296,0.24
3019,0.401,0.2
3020,0.479,0.157
3021,0.563,0.135
3022,0.554,0.14
3023,0.459,0.172
3024,0.334,0.213
3025,0.208,0.241
3026,0.071,0.245
3027,0.001,0.219
3028,0.0,0.223
3029,0.0,0.237
3030,0.0,0.233
3031,0.0,0.205
3032,0.0,0.188
3033,0.0,0.182
3034,0.0,0.204
3035,0.0,0.179
3036,0.0,0.149
3037,0.0,0.134
3038,0.007,0.117
3039,0.093,0.138
3040,0.293,0.156
3041,0.427,0.152
3042,0.591,0.155
3043,0.702,0.177
3044,0.781,0.213
3045,0.784,0.278
3046,0.728,0.379
3047,0.623,0.482
3048,0.476,0.544
3049,0.295,0.561
3050,0.104,0.538
3051,0.003,0.432
3052,0.0,0.382
3053,0.0,0.409
3054,0.0,0.404
3055,0.0,0.386
3056,0.0,0.399
3057,0.0,0.395
3058,0.0,0.37
3059,0.0,0.376
3060,0.0,0.369
3061,0.0,0.301
3062,0.004,0.227
3063,0.088,0.189
3064,0.322,0.122
3065,0.469,0.056
3066,0.661,0.01
3067,0.751,0.001
3068,0.786,0.0
3069,0.776,0.001
3070,0.723,0.041
3071,0.623,0.108
3072,0.479,0.171
3073,0.296,0.206
3074,0.106,0.2
3075,0.004,0.127
3076,0.0,0.087
3077,0.0,0.089
3078,0.0,0.093
3079,0.0,0.113
3080,0.0,0.137
3081,0.0,0.119
3082,0.0,0.089
3083,0.0,0.065
3084,0.0,0.054
3085,0.0,0.03
3086,0.012,0.01
3087,0.108,0.0
3088,0.26,0.014
3089,0.415,0.093
3090,0.598,0.118
3091,0.715,0.086
3092,0.746,0.043
3093,0.723,0.018
3094,0.585,0.01
3095,0.432,0.031
3096,0.278,0.075
3097,0.166,0.137
3098,0.069,0.192
3099,0.0,0.185
3100,0.0,0.149
3101,0.0,0.096
3102,0.0,0.064
3103,0.0,0.038
3104,0.0,0.015
3105,0.0,0.002
3106,0.0,0.001
3107,0.0,0.041
3108,0.0,0.18
3109,0.0,0.209
3110,0.009,0.128
3111,0.09,0.119
3112,0.177,0.205
3113,0.408,0.407
3114,0.644,0.457
3115,0.736,0.398
3116,0.724,0.314
3117,0.62,0.22
3118,0.574,0.149
3119,0.493,0.105
3120,0.398,0.079
3121,0.26,0.059
3122,0.093,0.033
3123,0.004,0.009
3124,0.0,0.0
3125,0.0,0.0
3126,0.0,0.0
3127,0.0,0.002
3128,0.0,0.011
3129,0.0,0.031
3130,0.0,0.047
3131,0.0,0.051
3132,0.0,0.047
3133,0.0,0.032
3134,0.018,0.02
3135,0.143,0.011
3136,0.335,0.048
3137,0.51,0.081
3138,0.64,0.098
3139,0.707,0.095
3140,0.722,0.076
3141,0.681,0.054
3142,0.617,0.038
3143,0.507,0.024
3144,0.324,0.017
3145,0.174,0.01
3146,0.086,0.005
3147,0.005,0.025
3148,0.0,0.035
3149,0.0,0.029
3150,0.0,0.029
3151,0.0,0.031
3152,0.0,0.034
3153,0.0,0.04
3154,0.0,0.048
3155,0.0,0.052
3156,0.0,0.046
3157,0.0,0.037
3158,0.018,0.022
3159,0.145,0.004
3160,0.339,0.001
3161,0.515,0.0
3162,0.644,0.0
3163,0.728,0.0
3164,0.763,0.0
3165,0.755,0.0
3166,0.702,0.0
3167,0.607,0.009
3168,0.466,0.05
3169,0.288,0.118
3170,0.103,0.193
3171,0.005,0.219
3172,0.0,0.199
3173,0.0,0.148
3174,0.0,0.132
3175,0.0,0.14
3176,0.0,0.146
3177,0.0,0.142
3178,0.0,0.14
3179,0.0,0.155
3180,0.0,0.184
3181,0.0,0.2
3182,0.019,0.171
3183,0.144,0.101
3184,0.34,0.08
3185,0.518,0.093
3186,0.646,0.114
3187,0.724,0.136
3188,0.762,0.167
3189,0.757,0.229
3190,0.707,0.273
3191,0.613,0.296
3192,0.473,0.292
3193,0.293,0.261
3194,0.105,0.208
3195,0.005,0.129
3196,0.0,0.101
3197,0.0,0.105
3198,0.0,0.121
3199,0.0,0.131
3200,0.0,0.144
3201,0.0,0.148
3202,0.0,0.131
3203,0.0,0.113
3204,0.0,0.095
3205,0.0,0.079
3206,0.019,0.068
3207,0.147,0.045
3208,0.345,0.058
3209,0.52,0.054
3210,0.649,0.041
3211,0.727,0.032
3212,0.748,0.049
3213,0.719,0.076
3214,0.66,0.108
3215,0.539,0.147
3216,0.382,0.182
3217,0.262,0.189
3218,0.115,0.164
3219,0.008,0.139
3220,0.0,0.121
3221,0.0,0.106
3222,0.0,0.091
3223,0.0,0.065
3224,0.0,0.042
3225,0.0,0.033
3226,0.0,0.032
3227,0.0,0.043
3228,0.0,0.047
3229,0.0,0.04
3230,0.003,0.037
3231,0.074,0.028
3232,0.164,0.039
3233,0.3,0.097
3234,0.581,0.22
3235,0.692,0.313
3236,0.71,0.323
3237,0.519,0.369
3238,0.366,0.445
3239,0.28,0.457
3240,0.237,0.433
3241,0.167,0.411
3242,0.079,0.373
3243,0.01,0.323
3244,0.0,0.278
3245,0.0,0.251
3246,0.0,0.186
3247,0.0,0.177
3248,0.0,0.181
3249,0.0,0.192
3250,0.0,0.191
3251,0.0,0.211
3252,0.0,0.234
3253,0.0,0.225
3254,0.002,0.201
3255,0.038,0.264
3256,0.101,0.413
3257,0.224,0.532
3258,0.468,0.601
3259,0.611,0.622
3260,0.772,0.599
3261,0.778,0.537
3262,0.724,0.519
3263,0.617,0.536
3264,0.472,0.601
3265,0.291,0.669
3266,0.114,0.727
3267,0.008,0.723
3268,0.0,0.661
3269,0.0,0.594
3270,0.0,0.515
3271,0.0,0.499
3272,0.0,0.558
3273,0.0,0.625
3274,0.0,0.668
3275,0.0,0.728
3276,0.0,0.718
3277,0.0,0.714
3278,0.011,0.745
3279,0.15,0.815
3280,0.323,0.841
3281,0.465,0.855
3282,0.601,0.843
3283,0.751,0.812
3284,0.812,0.746
3285,0.812,0.73
3286,0.76,0.744
3287,0.658,0.738
3288,0.508,0.762
3289,0.321,0.775
3290,0.123,0.75
3291,0.01,0.656
3292,0.0,0.587
3293,0.0,0.532
3294,0.0,0.418
3295,0.0,0.396
3296,0.0,0.313
3297,0.0,0.245
3298,0.0,0.212
3299,0.0,0.153
3300,0.0,0.102
3301,0.0,0.072
3302,0.024,0.022
3303,0.08,0.007
3304,0.123,0.002
3305,0.207,0.004
3306,0.595,0.041
3307,0.695,0.044
3308,0.598,0.061
3309,0.393,0.127
3310,0.393,0.284
3311,0.375,0.504
3312,0.17,0.571
3313,0.105,0.563
3314,0.041,0.376
3315,0.007,0.226
3316,0.0,0.17
3317,0.0,0.102
3318,0.0,0.07
3319,0.0,0.07
3320,0.0,0.152
3321,0.0,0.254
3322,0.0,0.322
3323,0.0,0.377
3324,0.0,0.308
3325,0.0,0.18
3326,0.01,0.133
3327,0.054,0.16
3328,0.08,0.204
3329,0.185,0.349
3330,0.285,0.466
3331,0.565,0.547
3332,0.728,0.574
3333,0.668,0.586
3334,0.569,0.625
3335,0.474,0.656
3336,0.362,0.655
3337,0.227,0.652
3338,0.103,0.631
3339,0.004,0.488
3340,0.0,0.407
3341,0.0,0.414
3342,0.0,0.434
3343,0.0,0.428
3344,0.0,0.425
3345,0.0,0.425
3346,0.0,0.437
3347,0.0,0.448
3348,0.0,0.487
3349,0.0,0.481
3350,0.009,0.456
3351,0.124,0.494
3352,0.284,0.507
3353,0.447,0.464
3354,0.6,0.409
3355,0.74,0.374
3356,0.813,0.401
3357,0.807,0.465
3358,0.755,0.566
3359,0.656,0.66
3360,0.508,0.718
3361,0.319,0.737
3362,0.117,0.704
3363,0.009,0.583
3364,0.0,0.504
3365,0.0,0.433
3366,0.0,0.399
3367,0.0,0.393
3368,0.0,0.43
3369,0.0,0.443
3370,0.0,0.416
3371,0.0,0.364
3372,0.0,0.313
3373,0.0,0.339
3374,0.007,0.398
3375,0.071,0.562
3376,0.299,0.702
3377,0.475,0.762
3378,0.56,0.783
3379,0.66,0.8
3380,0.732,0.821
3381,0.726,0.845
3382,0.719,0.849
3383,0.631,0.87
3384,0.487,0.894
3385,0.309,0.899
3386,0.124,0.877
3387,0.007,0.791
3388,0.0,0.713
3389,0.0,0.744
3390,0.0,0.723
3391,0.0,0.734
3392,0.0,0.719
3393,0.0,0.722
3394,0.0,0.679
3395,0.0,0.67
3396,0.0,0.649
3397,0.0,0.635
3398,0.009,0.571
3399,0.078,0.626
3400,0.282,0.618
3401,0.46,0.547
3402,0.576,0.45
3403,0.617,0.372
3404,0.661,0.301
3405,0.632,0.25
3406,0.557,0.223
3407,0.421,0.228
3408,0.297,0.251
3409,0.182,0.265
3410,0.068,0.222
3411,0.004,0.132
3412,0.0,0.064
3413,0.0,0.046
3414,0.0,0.041
3415,0.0,0.039
3416,0.0,0.041
3417,0.0,0.053
3418,0.0,0.044
3419,0.0,0.03
3420,0.0,0.03
3421,0.0,0.045
3422,0.004,0.061
3423,0.058,0.083
3424,0.139,0.136
3425,0.245,0.152
3426,0.344,0.149
3427,0.372,0.149
3428,0.329,0.167
3429,0.279,0.194
3430,0.226,0.219
3431,0.203,0.22
3432,0.197,0.209
3433,0.125,0.194
3434,0.049,0.156
3435,0.001,0.102
3436,0.0,0.083
3437,0.0,0.072
3438,0.0,0.056
3439,0.0,0.05
3440,0.0,0.043
3441,0.0,0.041
3442,0.0,0.041
3443,0.0,0.036
3444,0.0,0.031
3445,0.0,0.03
3446,0.018,0.03
3447,0.129,0.034
3448,0.331,0.033
3449,0.508,0.034
3450,0.646,0.039
3451,0.706,0.028
3452,0.73,0.016
3453,0.701,0.006
3454,0.637,0.002
3455,0.531,0.0
3456,0.398,0.001
3457,0.246,0.003
3458,0.099,0.026
3459,0.012,0.1
3460,0.0,0.199
3461,0.0,0.236
3462,0.0,0.207
3463,0.0,0.172
3464,0.0,0.148
3465,0.0,0.133
3466,0.0,0.088
3467,0.0,0.055
3468,0.0,0.036
3469,0.0,0.035
3470,0.032,0.036
3471,0.158,0.02
3472,0.34,0.016
3473,0.474,0.023
3474,0.529,0.037
3475,0.508,0.053
3476,0.56,0.066
3477,0.548,0.076
3478,0.467,0.09
3479,0.368,0.114
3480,0.304,0.142
3481,0.228,0.155
3482,0.111,0.161
3483,0.013,0.202
3484,0.0,0.236
3485,0.0,0.18
3486,0.0,0.134
3487,0.0,0.139
3488,0.0,0.131
3489,0.0,0.113
3490,0.0,0.108
3491,0.0,0.122
3492,0.0,0.146
3493,0.0,0.139
3494,0.007,0.19
3495,0.109,0.279
3496,0.199,0.348
3497,0.27,0.37
3498,0.399,0.41
3499,0.51,0.454
3500,0.604,0.485
3501,0.707,0.543
3502,0.684,0.663
3503,0.579,0.765
3504,0.464,0.782
3505,0.287,0.746
3506,0.123,0.646
3507,0.017,0.469
3508,0.0,0.407
3509,0.0,0.463
3510,0.0,0.501
3511,0.0,0.571
3512,0.0,0.576
3513,0.0,0.605
3514,0.0,0.575
3515,0.0,0.571
3516,0.0,0.486
3517,0.0,0.423
3518,0.016,0.422
3519,0.11,0.501
3520,0.291,0.507
3521,0.477,0.51
3522,0.628,0.538
3523,0.755,0.547
3524,0.803,0.558
3525,0.794,0.544
3526,0.741,0.535
3527,0.64,0.564
3528,0.494,0.607
3529,0.318,0.598
3530,0.126,0.55
3531,0.022,0.488
3532,0.0,0.397
3533,0.0,0.295
3534,0.0,0.245
3535,0.0,0.26
3536,0.0,0.272
3537,0.0,0.306
3538,0.0,0.32
3539,0.0,0.318
3540,0.0,0.278
3541,0.0,0.248
3542,0.019,0.221
3543,0.094,0.219
3544,0.22,0.151
3545,0.319,0.064
3546,0.508,0.009
3547,0.665,0.0
3548,0.75,0.0
3549,0.752,0.001
3550,0.679,0.024
3551,0.563,0.076
3552,0.442,0.118
3553,0.295,0.181
3554,0.121,0.332
3555,0.02,0.37
3556,0.0,0.252
3557,0.0,0.18
3558,0.0,0.149
3559,0.0,0.118
3560,0.0,0.076
3561,0.0,0.058
3562,0.0,0.064
3563,0.0,0.064
3564,0.0,0.058
3565,0.0,0.051
3566,0.026,0.037
3567,0.139,0.015
3568,0.334,0.014
3569,0.504,0.041
3570,0.626,0.035
3571,0.703,0.023
3572,0.732,0.017
3573,0.717,0.018
3574,0.639,0.027
3575,0.55,0.042
3576,0.416,0.056
3577,0.273,0.073
3578,0.114,0.107
3579,0.019,0.153
3580,0.0,0.181
3581,0.0,0.153
3582,0.0,0.114
3583,0.0,0.077
3584,0.0,0.054
3585,0.0,0.04
3586,0.0,0.031
3587,0.0,0.024
3588,0.0,0.019
3589,0.0,0.017
3590,0.029,0.016
3591,0.151,0.006
3592,0.341,0.0
3593,0.508,0.0
3594,0.634,0.005
3595,0.716,0.018
3596,0.752,0.047
3597,0.744,0.074
3598,0.694,0.103
3599,0.601,0.136
3600,0.465,0.164
3601,0.292,0.178
3602,0.114,0.174
3603,0.019,0.181
3604,0.0,0.211
3605,0.0,0.195
3606,0.0,0.155
3607,0.0,0.118
3608,0.0,0.097
3609,0.0,0.095
3610,0.0,0.08
3611,0.0,0.065
3612,0.0,0.06
3613,0.0,0.058
3614,0.03,0.048
3615,0.151,0.02
3616,0.343,0.001
3617,0.514,0.0
3618,0.639,0.002
3619,0.718,0.006
3620,0.754,0.013
3621,0.746,0.021
3622,0.696,0.034
3623,0.603,0.056
3624,0.466,0.078
3625,0.297,0.107
3626,0.119,0.157
3627,0.022,0.223
3628,0.0,0.25
3629,0.0,0.17
3630,0.0,0.106
3631,0.0,0.076
3632,0.0,0.059
3633,0.0,0.049
3634,0.0,0.037
3635,0.0,0.028
3636,0.0,0.027
3637,0.0,0.023
3638,0.034,0.012
3639,0.153,0.004
3640,0.321,0.029
3641,0.477,0.06
3642,0.589,0.084
3643,0.635,0.078
3644,0.632,0.049
3645,0.586,0.018
3646,0.52,0.004
3647,0.421,0.001
3648,0.316,0.0
3649,0.201,0.004
3650,0.094,0.039
3651,0.015,0.069
3652,0.0,0.081
3653,0.0,0.08
3654,0.0,0.065
3655,0.0,0.047
3656,0.0,0.032
3657,0.0,0.025
3658,0.0,0.022
3659,0.0,0.021
3660,0.0,0.02
3661,0.0,0.016
3662,0.035,0.006
3663,0.156,0.001
3664,0.335,0.0
3665,0.488,0.001
3666,0.601,0.001
3667,0.664,0.0
3668,0.666,0.0
3669,0.624,0.0
3670,0.535,0.002
3671,0.377,0.01
3672,0.266,0.027
3673,0.152,0.05
3674,0.074,0.058
3675,0.009,0.045
3676,0.0,0.041
3677,0.0,0.034
3678,0.0,0.037
3679,0.0,0.042
3680,0.0,0.048
3681,0.0,0.053
3682,0.0,0.049
3683,0.0,0.041
3684,0.0,0.032
3685,0.0,0.024
3686,0.031,0.015
3687,0.155,0.012
3688,0.339,0.02
3689,0.504,0.024
3690,0.627,0.023
3691,0.706,0.012
3692,0.738,0.002
3693,0.73,0.0
3694,0.679,0.0
3695,0.587,0.0
3696,0.45,0.015
3697,0.284,0.065
3698,0.116,0.139
3699,0.021,0.179
3700,0.0,0.217
3701,0.0,0.194
3702,0.0,0.199
3703,0.0,0.227
3704,0.0,0.244
3705,0.0,0.245
3706,0.0,0.251
3707,0.0,0.252
3708,0.0,0.251
3709,0.0,0.196
3710,0.032,0.128
3711,0.15,0.045
3712,0.333,0.019
3713,0.498,0.011
3714,0.62,0.008
3715,0.701,0.003
3716,0.731,0.0
3717,0.724,0.001
3718,0.675,0.003
3719,0.585,0.017
3720,0.454,0.063
3721,0.289,0.149
3722,0.114,0.252
3723,0.022,0.255
3724,0.0,0.227
3725,0.0,0.155
3726,0.0,0.125
3727,0.0,0.131
3728,0.0,0.146
3729,0.0,0.166
3730,0.0,0.195
3731,0.0,0.212
3732,0.0,0.195
3733,0.0,0.167
3734,0.032,0.113
3735,0.147,0.037
3736,0.326,0.022
3737,0.487,0.016
3738,0.606,0.008
3739,0.684,0.014
3740,0.718,0.025
3741,0.711,0.042
3742,0.663,0.07
3743,0.574,0.115
3744,0.445,0.174
3745,0.283,0.238
3746,0.113,0.268
3747,0.021,0.223
3748,0.0,0.219
3749,0.0,0.17
3750,0.0,0.113
3751,0.0,0.08
3752,0.0,0.067
3753,0.0,0.065
3754,0.0,0.067
3755,0.0,0.066
3756,0.0,0.058
3757,0.0,0.045
3758,0.032,0.036
3759,0.148,0.035
3760,0.326,0.082
3761,0.485,0.132
3762,0.608,0.197
3763,0.691,0.265
3764,0.734,0.32
3765,0.731,0.358
3766,0.683,0.382
3767,0.592,0.388
3768,0.461,0.38
3769,0.293,0.369
3770,0.113,0.358
3771,0.021,0.278
3772,0.0,0.25
3773,0.0,0.238
3774,0.0,0.254
3775,0.0,0.267
3776,0.0,0.266
3777,0.0,0.296
3778,0.0,0.352
3779,0.0,0.356
3780,0.0,0.315
3781,0.0,0.274
3782,0.028,0.209
3783,0.153,0.261
3784,0.356,0.311
3785,0.529,0.313
3786,0.654,0.353
3787,0.731,0.413
3788,0.766,0.484
3789,0.758,0.558
3790,0.71,0.594
3791,0.619,0.593
3792,0.484,0.599
3793,0.308,0.618
3794,0.115,0.625
3795,0.021,0.492
3796,0.0,0.402
3797,0.0,0.305
3798,0.0,0.307
3799,0.0,0.359
3800,0.0,0.41
3801,0.0,0.444
3802,0.0,0.412
3803,0.0,0.386
3804,0.0,0.343
3805,0.0,0.266
3806,0.028,0.18
3807,0.152,0.172
3808,0.351,0.392
3809,0.52,0.603
3810,0.645,0.604
3811,0.723,0.547
3812,0.757,0.438
3813,0.748,0.297
3814,0.696,0.198
3815,0.603,0.135
3816,0.468,0.082
3817,0.297,0.042
3818,0.113,0.023
3819,0.022,0.017
3820,0.0,0.024
3821,0.0,0.04
3822,0.0,0.06
3823,0.0,0.087
3824,0.0,0.139
3825,0.0,0.203
3826,0.0,0.204
3827,0.0,0.348
3828,0.0,0.716
3829,0.0,0.825
3830,0.03,0.756
3831,0.147,0.686
3832,0.338,0.914
3833,0.505,0.932
3834,0.63,0.896
3835,0.707,0.825
3836,0.741,0.713
3837,0.733,0.583
3838,0.685,0.503
3839,0.596,0.466
3840,0.463,0.442
3841,0.297,0.425
3842,0.119,0.376
3843,0.025,0.361
3844,0.0,0.317
3845,0.0,0.239
3846,0.0,0.167
3847,0.0,0.119
3848,0.0,0.09
3849,0.0,0.079
3850,0.0,0.089
3851,0.0,0.128
3852,0.0,0.223
3853,0.0,0.376
3854,0.034,0.503
3855,0.144,0.452
3856,0.258,0.436
3857,0.325,0.457
3858,0.423,0.349
3859,0.541,0.227
3860,0.671,0.134
3861,0.704,0.077
3862,0.653,0.042
3863,0.534,0.016
3864,0.379,0.002
3865,0.243,0.0
3866,0.1,0.0
3867,0.013,0.001
3868,0.0,0.005
3869,0.0,0.007
3870,0.0,0.007
3871,0.0,0.004
3872,0.0,0.002
3873,0.0,0.0
3874,0.0,0.0
3875,0.0,0.0
3876,0.0,0.0
3877,0.0,0.0
3878,0.036,0.0
3879,0.147,0.001
3880,0.298,0.001
3881,0.433,0.008
3882,0.558,0.02
3883,0.631,0.027
3884,0.594,0.035
3885,0.525,0.048
3886,0.512,0.067
3887,0.475,0.089
3888,0.386,0.118
3889,0.238,0.141
3890,0.081,0.151
3891,0.003,0.16
3892,0.0,0.133
3893,0.0,0.098
3894,0.0,0.076
3895,0.0,0.066
3896,0.0,0.069
3897,0.0,0.088
3898,0.0,0.078
3899,0.0,0.047
3900,0.0,0.021
3901,0.0,0.006
