Qsell,E,CVaR,rho
2.4,-176150.97869486205,-6.245038606317202e6,-3.2105947925060317e6
2.41,-171483.38948510133,-6.233874669746003e6,-3.202679029615552e6
2.42,-166815.80027534216,-6.222710733174806e6,-3.1947632667250745e6
2.43,-162148.2110655814,-6.211546807949582e6,-3.1868475095075816e6
2.44,-157480.6218558226,-6.200384119546385e6,-3.1789323707011035e6
2.45,-152813.03264606203,-6.189221431143186e6,-3.171017231894624e6
2.46,-148145.44343630242,-6.178058742739985e6,-3.1631020930881435e6
2.47,-143477.8542265424,-6.1668960543367835e6,-3.155186954281663e6
2.48,-138810.26501678163,-6.155733365933585e6,-3.1472718154751835e6
2.49,-134142.67580702194,-6.144570677530388e6,-3.139356676668705e6
2.5,-129475.08659726196,-6.133407989127187e6,-3.1314415378622245e6
2.51,-124807.49738750214,-6.122245300723987e6,-3.1235263990557445e6
2.52,-120139.90817774211,-6.111082612320788e6,-3.115611260249265e6
2.53,-115472.31896798137,-6.099919923917585e6,-3.107696121442783e6
2.54,-110804.7297582216,-6.088757235514385e6,-3.099780982636303e6
2.55,-106137.1405484618,-6.0775945471111825e6,-3.0918658438298223e6
2.56,-101469.5513387014,-6.066431858707987e6,-3.083950705023344e6
2.57,-96801.96212894258,-6.055269170304786e6,-3.0760355662168646e6
2.58,-92134.37291918155,-6.0441064819015805e6,-3.068120427410381e6
2.59,-87466.78370942257,-6.032943793498385e6,-3.0602052886039037e6
2.6,-82799.1944996618,-6.021781105095182e6,-3.052290149797422e6
2.61,-78131.60528990174,-6.010618416691984e6,-3.044375010990943e6
2.62,-73464.01608014274,-5.999455728288785e6,-3.036459872184464e6
2.63,-68796.42687038121,-5.988293039885584e6,-3.028544733377983e6
2.64,-64128.83766062197,-5.977130351482383e6,-3.0206295945715024e6
2.65,-59461.24845086196,-5.965967663079184e6,-3.012714455765023e6
2.66,-54793.6592411013,-5.954804974675982e6,-3.004799316958542e6
2.67,-50126.070031342446,-5.943642286272782e6,-2.996884178152062e6
2.68,-45458.48082158139,-5.932479597869583e6,-2.9889690393455825e6
2.69,-40790.891611822575,-5.92131690946639e6,-2.981053900539106e6
2.7,-36123.30240206188,-5.910154221063186e6,-2.9731387617326244e6
2.71,-31455.713192302286,-5.898991532659988e6,-2.9652236229261453e6
2.72,-26788.123982542544,-5.887828844256787e6,-2.9573084841196644e6
2.73,-22120.53477278164,-5.876666155853584e6,-2.949393345313183e6
2.74,-17452.94556302175,-5.865503467450383e6,-2.9414782065067026e6
2.75,-12785.356353261917,-5.854340779047185e6,-2.933563067700223e6
2.76,-8117.767143502176,-5.843178090643988e6,-2.925647928893745e6
2.77,-3450.177933742106,-5.832015402240787e6,-2.9177327900872645e6
2.78,1217.411276018858,-5.8208527138375845e6,-2.9098176512807827e6
2.79,5885.000485778541,-5.809690025434385e6,-2.901902512474303e6
2.8,10552.589695538043,-5.798527337031185e6,-2.893987373667823e6
2.81,15220.17890529868,-5.787364648627984e6,-2.8860722348613427e6
2.82,19887.768115057675,-5.776201960224787e6,-2.8781570960548646e6
2.83,24555.35732481837,-5.765042554465796e6,-2.870243598570489e6
2.84,29222.94653457737,-5.753887310598602e6,-2.862332182032012e6
2.85,33890.535744338034,-5.742732066731402e6,-2.8544207654935317e6
2.86,38558.12495409828,-5.7315768228642e6,-2.846509348955051e6
2.87,43225.71416385746,-5.720421578997001e6,-2.838597932416572e6
2.88,47893.30337361863,-5.7092663351298e6,-2.8306865158780906e6
2.89,52560.8925833779,-5.6981110912626e6,-2.8227750993396114e6
2.9,57228.48179313818,-5.686955847395401e6,-2.8148636828011316e6
2.91,61896.07100289861,-5.675800603528201e6,-2.806952266262651e6
2.92,66563.66021265772,-5.664645359661002e6,-2.799040849724172e6
2.93,71231.2494224186,-5.653490115793799e6,-2.79112943318569e6
2.94,75898.8386321775,-5.642334871926601e6,-2.7832180166472117e6
2.95,80566.42784193814,-5.631179628059402e6,-2.775306600108732e6
2.96,85234.01705169758,-5.6200243841922e6,-2.7673951835702513e6
2.97,89901.6062614574,-5.608869140324999e6,-2.7594837670317707e6
2.98,94569.19547121819,-5.5977138964578e6,-2.751572350493291e6
2.99,99236.78468097813,-5.586558652590602e6,-2.7436609339548117e6
3.0,103904.37389073816,-5.575403408723401e6,-2.7357495174163315e6
3.01,108571.96310049806,-5.5642481648562e6,-2.7278381008778512e6
3.02,113239.55231025774,-5.553092920989001e6,-2.7199266843393715e6
3.03,117907.14152001876,-5.541937677121798e6,-2.7120152678008894e6
3.04,122574.73072977846,-5.5307824332546005e6,-2.704103851262411e6
3.05,127242.31993953799,-5.519627189387398e6,-2.69619243472393e6
3.06,131909.9091492987,-5.5084719455202e6,-2.6882810181854507e6
3.07,136577.49835905773,-5.497316701653001e6,-2.6803696016469714e6
3.08,141245.0875688184,-5.4861614577858e6,-2.6724581851084908e6
3.09,145912.6767785775,-5.475006213918602e6,-2.6645467685700124e6
3.1,150580.2659883381,-5.4638509700514e6,-2.6566353520315313e6
3.11,155247.85519809823,-5.4526957261842005e6,-2.648723935493051e6
3.12,159915.4444078574,-5.441540482317001e6,-2.640812518954572e6
3.13,164583.03361761864,-5.430385238449802e6,-2.6329011024160916e6
3.14,169250.622827378,-5.419229994582605e6,-2.6249896858776133e6
3.15,173918.2120371379,-5.408074750715401e6,-2.6170782693391317e6
3.16,178585.80124689883,-5.396919506848198e6,-2.6091668528006496e6
3.17,183253.39045665765,-5.385764262981002e6,-2.601255436262172e6
3.18,187920.9796664186,-5.3746090191138005e6,-2.593344019723691e6
3.19,192588.56887617748,-5.363453775246601e6,-2.585432603185212e6
3.2,197256.15808593822,-5.352298531379404e6,-2.5775211866467325e6
3.21,201923.74729569769,-5.341143287512202e6,-2.569609770108252e6
3.22,206591.33650545756,-5.329988043645e6,-2.561698353569771e6
3.23,211258.92571521841,-5.3188327997778e6,-2.553786937031291e6
3.24,215926.51492497817,-5.307677555910601e6,-2.5458755204928117e6
3.25,220594.10413473815,-5.296524909053502e6,-2.5379654024593816e6
3.26,225261.6933444979,-5.2853792048023e6,-2.530058755728901e6
3.27,229929.28255425786,-5.274233500551098e6,-2.52215210899842e6
3.28,234596.87176401878,-5.2630877962999e6,-2.5142454622679404e6
3.29,239264.4609737785,-5.251942092048701e6,-2.506338815537461e6
3.3,243932.05018353803,-5.240796387797497e6,-2.4984321688069794e6
3.31,248599.63939329842,-5.229652477046433e6,-2.490526418826567e6
3.32,253267.2286030575,-5.218511221003237e6,-2.48262199620009e6
3.33,257934.81781281848,-5.207369964960038e6,-2.47471757357361e6
3.34,262602.40702257754,-5.196228708916837e6,-2.46681315094713e6
3.35,267269.996232338,-5.185087452873634e6,-2.458908728320648e6
3.36,271937.5854420981,-5.1739461968304375e6,-2.45100430569417e6
3.37,276605.1746518573,-5.162804940787234e6,-2.4430998830676884e6
3.38,281272.7638616186,-5.151663684744033e6,-2.435195460441207e6
3.39,285940.3530713781,-5.14052242870084e6,-2.427291037814731e6
3.4,290607.94228113804,-5.129381172657637e6,-2.4193866151882494e6
3.41,295275.53149089875,-5.1182399166144375e6,-2.4114821925617694e6
3.42,299943.1207006576,-5.107098660571236e6,-2.4035777699352894e6
3.43,304610.70991041855,-5.095957404528036e6,-2.3956733473088085e6
3.44,309278.29912017746,-5.084816148484837e6,-2.38776892468233e6
3.45,313945.8883299382,-5.073674892441635e6,-2.3798645020558485e6
3.46,318613.4775396978,-5.06253363639844e6,-2.3719600794293713e6
3.47,323281.0667494574,-5.051392380355239e6,-2.364055656802891e6
3.48,327948.6559592182,-5.040251124312038e6,-2.35615123417641e6
3.49,332616.24516897823,-5.029109868268835e6,-2.3482468115499285e6
3.5,337283.8343787381,-5.017979198213742e6,-2.340347681917502e6
3.51,341951.42358849803,-5.006852145737747e6,-2.3324503610746246e6
3.52,346619.0127982579,-4.995725093261747e6,-2.3245530402317443e6
3.53,351286.6020080189,-4.984598040785746e6,-2.3166557193888635e6
3.54,355954.19121777837,-4.973470988309745e6,-2.3087583985459832e6
3.55,360621.78042753815,-4.962343935833745e6,-2.3008610777031034e6
3.56,365289.36963729875,-4.951216883357745e6,-2.292963756860223e6
3.57,369956.95884705754,-4.940089830881744e6,-2.285066436017343e6
3.58,374624.54805681837,-4.928962778405746e6,-2.277169115174464e6
3.59,379292.13726657734,-4.917835725929745e6,-2.2692717943315837e6
3.6,383959.72647633817,-4.906708673453743e6,-2.2613744734887024e6
3.61,388627.3156860981,-4.895581620977746e6,-2.253477152645824e6
3.62,393294.90489585727,-4.884454568501744e6,-2.2455798318029437e6
3.63,397962.4941056188,-4.873327516025744e6,-2.237682510960063e6
3.64,402630.08331537794,-4.862200463549742e6,-2.2297851901171817e6
3.65,407297.6725251379,-4.851073411073745e6,-2.221887869274304e6
3.66,411965.26173489774,-4.839946358597745e6,-2.2139905484314235e6
3.67,416632.8509446576,-4.828819306121742e6,-2.2060932275885423e6
3.68,421300.4401544186,-4.817692253645745e6,-2.1981959067456634e6
3.69,425968.0293641784,-4.806565201169746e6,-2.190298585902784e6
3.7,430635.6185739381,-4.795438148693746e6,-2.1824012650599037e6
3.71,435303.2077836976,-4.78431109621775e6,-2.1745039442170262e6
3.72,439970.7969934583,-4.773184043741748e6,-2.1666066233741445e6
3.73,444638.3862032184,-4.762056991265747e6,-2.1587093025312643e6
3.74,449305.97541297803,-4.750929938789749e6,-2.1508119816883854e6
3.75,453973.5646227381,-4.739802886313749e6,-2.142914660845505e6
3.76,458641.153832498,-4.728675833837747e6,-2.1350173400026243e6
3.77,463308.74304225773,-4.717548781361745e6,-2.1271200191597436e6
3.78,467976.332252018,-4.706421728885749e6,-2.1192226983168656e6
3.79,472643.9214617785,-4.695294676409746e6,-2.1113253774739834e6
3.8,477311.51067153795,-4.684167623933746e6,-2.1034280566311036e6
3.81,481979.0998812978,-4.673040571457747e6,-2.0955307357882247e6
3.82,486646.6890910575,-4.661913518981745e6,-2.0876334149453435e6
3.83,491314.2783008186,-4.650786466505746e6,-2.079736094102464e6
3.84,495981.86751057854,-4.639659414029745e6,-2.0718387732595834e6
3.85,500649.4567203382,-4.628532361553746e6,-2.063941452416704e6
3.86,505317.04593009804,-4.617405309077747e6,-2.0560441315738247e6
3.87,509984.63513985835,-4.606278256601747e6,-2.0481468107309444e6
3.88,514652.22434961784,-4.595151204125747e6,-2.0402494898880646e6
3.89,519319.81355937815,-4.584024151649745e6,-2.0323521690451836e6
3.9,523987.402769138,-4.572897099173745e6,-2.0244548482023035e6
3.91,528654.9919788977,-4.561770046697746e6,-2.0165575273594242e6
